Id,SI
17998,88.0
17999,132.0
18000,58.0
18001,148.0
18002,752.0
18003,73.0
18004,451.0
18005,272.0
18006,93.0
18007,86.0
18008,112.0
18009,358.0
18010,108.0
18011,213.0
18012,85.0
18013,238.0
18014,94.0
18015,152.0
18016,86.0
18017,126.0
18018,332.0
18019,112.0
18020,56.0
18021,51.0
18022,122.0
18023,71.0
18024,55.0
18025,114.0
18026,86.0
18027,310.0
18028,136.0
18029,108.0
18030,297.0
18031,44.0
18032,48.0
18033,56.0
18034,77.0
18035,257.0
18036,63.0
18037,389.0
18038,310.0
18039,171.0
18040,112.0
18041,112.0
18042,365.0
18043,52.0
18044,102.0
18045,310.0
18046,308.0
18047,115.0
18048,157.0
18049,203.0
18050,112.0
18051,112.0
18052,127.0
18053,788.0
18054,73.0
18055,66.0
18056,112.0
18057,112.0
18058,112.0
18059,87.0
18060,221.0
18061,252.0
18062,134.0
18063,215.0
18064,76.0
18065,108.0
18066,256.0
18067,65.0
18068,252.0
18069,183.0
18070,42.0
18071,395.0
18072,471.0
18073,185.0
18074,139.0
18075,79.0
18076,308.0
18077,112.0
18078,91.0
18079,310.0
18080,192.0
18081,145.0
18082,57.0
18083,112.0
18084,203.0
18085,266.0
18086,64.0
18087,68.0
18088,395.0
18089,46.0
18090,308.0
18091,131.0
18092,197.0
18093,106.0
18094,218.0
18095,120.0
18096,71.0
18097,157.0
18098,114.0
18099,131.0
18100,112.0
18101,42.0
18102,253.0
18103,160.0
18104,47.0
18105,78.0
18106,109.0
18107,209.0
18108,106.0
18109,344.0
18110,205.0
18111,301.0
18112,164.0
18113,126.0
18114,99.0
18115,49.0
18116,92.0
18117,66.0
18118,99.0
18119,103.0
18120,125.0
18121,82.0
18122,136.0
18123,120.0
18124,216.0
18125,42.0
18126,240.0
18127,56.0
18128,118.0
18129,119.0
18130,63.0
18131,119.0
18132,84.0
18133,112.0
18134,112.0
18135,117.0
18136,47.0
18137,61.0
18138,112.0
18139,148.0
18140,60.0
18141,68.0
18142,209.0
18143,48.0
18144,115.0
18145,68.0
18146,100.0
18147,215.0
18148,112.0
18149,75.0
18150,216.0
18151,74.0
18152,92.0
18153,99.0
18154,215.0
18155,149.0
18156,302.0
18157,105.0
18158,82.0
18159,428.0
18160,53.0
18161,266.0
18162,77.0
18163,100.0
18164,112.0
18165,88.0
18166,114.0
18167,75.0
18168,167.0
18169,112.0
18170,114.0
18171,142.0
18172,114.0
18173,117.0
18174,70.0
18175,101.0
18176,302.0
18177,118.0
18178,55.0
18179,65.0
18180,76.0
18181,58.0
18182,154.0
18183,858.0
18184,112.0
18185,82.0
18186,154.0
18187,520.0
18188,388.0
18189,85.0
18190,694.0
18191,69.0
18192,421.0
18193,67.0
18194,97.0
18195,124.0
18196,112.0
18197,215.0
18198,83.0
18199,54.0
18200,255.0
18201,95.0
18202,65.0
18203,73.0
18204,54.0
18205,81.0
18206,85.0
18207,80.0
18208,66.0
18209,99.0
18210,195.0
18211,346.0
18212,82.0
18213,395.0
18214,115.0
18215,77.0
18216,125.0
18217,355.0
18218,105.0
18219,113.0
18220,112.0
18221,112.0
18222,113.0
18223,226.0
18224,62.0
18225,131.0
18226,78.0
18227,91.0
18228,49.0
18229,35.0
18230,307.0
18231,64.0
18232,310.0
18233,105.0
18234,165.0
18235,167.0
18236,129.0
18237,91.0
18238,196.0
18239,112.0
18240,260.0
18241,99.0
18242,60.0
18243,74.0
18244,51.0
18245,43.0
18246,152.0
18247,55.0
18248,158.0
18249,81.0
18250,54.0
18251,61.0
18252,234.0
18253,993.0
18254,224.0
18255,257.0
18256,67.0
18257,112.0
18258,107.0
18259,47.0
18260,44.0
18261,139.0
18262,112.0
18263,275.0
18264,230.0
18265,112.0
18266,64.0
18267,178.0
18268,112.0
18269,87.0
18270,153.0
18271,148.0
18272,107.0
18273,161.0
18274,112.0
18275,112.0
18276,53.0
18277,93.0
18278,87.0
18279,164.0
18280,113.0
18281,55.0
18282,112.0
18283,67.0
18284,208.0
18285,297.0
18286,79.0
18287,78.0
18288,85.0
18289,73.0
18290,106.0
18291,331.0
18292,199.0
18293,112.0
18294,157.0
18295,91.0
18296,291.0
18297,77.0
18298,356.0
18299,64.0
18300,98.0
18301,113.0
18302,111.0
18303,40.0
18304,112.0
18305,134.0
18306,285.0
18307,167.0
18308,109.0
18309,77.0
18310,94.0
18311,75.0
18312,48.0
18313,43.0
18314,512.0
18315,46.0
18316,61.0
18317,95.0
18318,112.0
18319,89.0
18320,224.0
18321,54.0
18322,52.0
18323,102.0
18324,103.0
18325,104.0
18326,62.0
18327,165.0
18328,82.0
18329,392.0
18330,112.0
18331,83.0
18332,45.0
18333,533.0
18334,307.0
18335,112.0
18336,151.0
18337,525.0
18338,288.0
18339,300.0
18340,172.0
18341,157.0
18342,199.0
18343,112.0
18344,61.0
18345,134.0
18346,78.0
18347,116.0
18348,150.0
18349,59.0
18350,169.0
18351,99.0
18352,45.0
18353,397.0
18354,114.0
18355,137.0
18356,92.0
18357,112.0
18358,82.0
18359,102.0
18360,123.0
18361,81.0
18362,127.0
18363,86.0
18364,92.0
18365,499.0
18366,221.0
18367,112.0
18368,47.0
18369,412.0
18370,155.0
18371,319.0
18372,112.0
18373,100.0
18374,104.0
18375,108.0
18376,136.0
18377,73.0
18378,329.0
18379,89.0
18380,66.0
18381,95.0
18382,49.0
18383,35.0
18384,112.0
18385,137.0
18386,237.0
18387,243.0
18388,137.0
18389,98.0
18390,77.0
18391,198.0
18392,469.0
18393,1252.0
18394,68.0
18395,352.0
18396,103.0
18397,67.0
18398,82.0
18399,120.0
18400,129.0
18401,106.0
18402,67.0
18403,112.0
18404,112.0
18405,103.0
18406,96.0
18407,96.0
18408,138.0
18409,215.0
18410,89.0
18411,556.0
18412,92.0
18413,302.0
18414,112.0
18415,93.0
18416,275.0
18417,270.0
18418,38.0
18419,84.0
18420,43.0
18421,245.0
18422,167.0
18423,100.0
18424,286.0
18425,126.0
18426,250.0
18427,114.0
18428,341.0
18429,357.0
18430,69.0
18431,119.0
18432,166.0
18433,73.0
18434,330.0
18435,134.0
18436,331.0
18437,46.0
18438,98.0
18439,95.0
18440,206.0
18441,112.0
18442,78.0
18443,20.0
18444,188.0
18445,85.0
18446,105.0
18447,112.0
18448,126.0
18449,135.0
18450,154.0
18451,74.0
18452,97.0
18453,62.0
18454,77.0
18455,86.0
18456,316.0
18457,270.0
18458,49.0
18459,257.0
18460,79.0
18461,103.0
18462,45.0
18463,152.0
18464,112.0
18465,112.0
18466,83.0
18467,91.0
18468,117.0
18469,109.0
18470,51.0
18471,132.0
18472,54.0
18473,82.0
18474,112.0
18475,306.0
18476,135.0
18477,100.0
18478,42.0
18479,128.0
18480,127.0
18481,88.0
18482,108.0
18483,101.0
18484,85.0
18485,302.0
18486,73.0
18487,150.0
18488,123.0
18489,105.0
18490,69.0
18491,56.0
18492,76.0
18493,407.0
18494,288.0
18495,112.0
18496,62.0
18497,87.0
18498,71.0
18499,240.0
18500,86.0
18501,105.0
18502,301.0
18503,82.0
18504,112.0
18505,448.0
18506,41.0
18507,97.0
18508,131.0
18509,55.0
18510,112.0
18511,191.0
18512,147.0
18513,64.0
18514,69.0
18515,90.0
18516,275.0
18517,89.0
18518,172.0
18519,115.0
18520,44.0
18521,94.0
18522,81.0
18523,43.0
18524,118.0
18525,77.0
18526,109.0
18527,112.0
18528,84.0
18529,264.0
18530,399.0
18531,47.0
18532,422.4
18533,352.0
18534,88.0
18535,158.0
18536,80.0
18537,112.0
18538,285.0
18539,59.0
18540,101.0
18541,133.0
18542,74.0
18543,107.0
18544,103.0
18545,60.0
18546,112.0
18547,126.0
18548,206.0
18549,232.0
18550,154.0
18551,148.0
18552,246.0
18553,68.0
18554,265.0
18555,80.0
18556,99.0
18557,172.0
18558,129.0
18559,101.0
18560,117.0
18561,150.0
18562,33.0
18563,51.0
18564,217.0
18565,68.0
18566,220.0
18567,54.0
18568,138.0
18569,64.0
18570,84.0
18571,85.0
18572,357.0
18573,374.0
18574,112.0
18575,122.0
18576,112.0
18577,112.0
18578,157.0
18579,104.0
18580,125.0
18581,112.0
18582,388.0
18583,66.0
18584,97.0
18585,77.0
18586,49.0
18587,213.0
18588,125.0
18589,158.0
18590,366.0
18591,105.0
18592,112.0
18593,174.0
18594,208.0
18595,81.0
18596,84.0
18597,131.0
18598,139.0
18599,143.0
18600,532.0
18601,128.0
18602,112.0
18603,98.0
18604,83.0
18605,237.0
18606,217.0
18607,35.0
18608,104.0
18609,91.0
18610,103.0
18611,79.0
18612,355.0
18613,155.0
18614,80.0
18615,60.0
18616,59.0
18617,96.0
18618,43.0
18619,75.0
18620,259.0
18621,112.0
18622,402.0
18623,98.0
18624,56.0
18625,55.0
18626,178.0
18627,112.0
18628,165.0
18629,114.0
18630,132.0
18631,661.0
18632,102.0
18633,302.0
18634,359.0
18635,121.0
18636,490.0
18637,265.0
18638,74.0
18639,128.0
18640,154.0
18641,99.0
18642,113.0
18643,77.0
18644,281.0
18645,99.0
18646,171.0
18647,317.0
18648,175.0
18649,77.0
18650,64.0
18651,98.0
18652,112.0
18653,108.0
18654,134.0
18655,116.0
18656,104.0
18657,105.0
18658,102.0
18659,171.0
18660,83.0
18661,90.0
18662,112.0
18663,133.0
18664,58.0
18665,143.0
18666,421.0
18667,100.0
18668,94.0
18669,100.0
18670,310.0
18671,98.0
18672,82.0
18673,112.0
18674,194.0
18675,85.0
18676,69.0
18677,161.0
18678,323.0
18679,271.0
18680,253.0
18681,155.0
18682,112.0
18683,181.0
18684,114.0
18685,46.0
18686,177.0
18687,167.0
18688,89.0
18689,76.0
18690,69.0
18691,112.0
18692,80.0
18693,228.0
18694,194.0
18695,104.0
18696,105.0
18697,93.0
18698,113.0
18699,194.0
18700,111.0
18701,103.0
18702,81.0
18703,367.0
18704,216.0
18705,155.0
18706,93.0
18707,99.0
18708,133.0
18709,112.0
18710,423.0
18711,38.0
18712,286.0
18713,377.0
18714,81.0
18715,356.0
18716,112.0
18717,151.0
18718,91.0
18719,112.0
18720,147.0
18721,208.0
18722,112.0
18723,89.0
18724,65.0
18725,149.0
18726,134.0
18727,132.0
18728,82.0
18729,112.0
18730,95.0
18731,210.0
18732,114.0
18733,374.0
18734,112.0
18735,112.0
18736,57.0
18737,106.0
18738,75.0
18739,93.0
18740,299.0
18741,112.0
18742,92.0
18743,54.0
18744,89.0
18745,82.0
18746,90.0
18747,153.0
18748,122.0
18749,71.0
18750,334.0
18751,251.0
18752,87.0
18753,35.0
18754,43.0
18755,100.0
18756,97.0
18757,80.0
18758,109.0
18759,210.0
18760,119.0
18761,40.0
18762,112.0
18763,340.0
18764,112.0
18765,55.0
18766,86.0
18767,153.0
18768,354.0
18769,63.0
18770,197.0
18771,54.0
18772,189.0
18773,183.0
18774,162.0
18775,54.0
18776,112.0
18777,66.0
18778,96.0
18779,74.0
18780,72.0
18781,126.0
18782,112.0
18783,60.0
18784,314.0
18785,98.0
18786,587.0
18787,594.0
18788,132.0
18789,360.0
18790,80.0
18791,116.0
18792,176.0
18793,92.0
18794,174.0
18795,126.0
18796,70.0
18797,202.0
18798,108.0
18799,103.0
18800,49.0
18801,104.0
18802,230.0
18803,70.0
18804,622.0
18805,138.0
18806,154.0
18807,145.0
18808,84.0
18809,557.0
18810,74.0
18811,282.0
18812,92.0
18813,53.0
18814,119.0
18815,70.0
18816,161.0
18817,306.0
18818,141.0
18819,123.0
18820,60.0
18821,81.0
18822,112.0
18823,82.0
18824,101.0
18825,48.0
18826,94.0
18827,110.0
18828,67.0
18829,70.0
18830,120.0
18831,44.0
18832,151.0
18833,48.0
18834,46.0
18835,98.0
18836,76.0
18837,119.0
18838,366.0
18839,123.0
18840,71.0
18841,112.0
18842,387.0
18843,218.0
18844,112.0
18845,100.0
18846,112.0
18847,85.0
18848,160.0
18849,175.0
18850,139.0
18851,80.0
18852,79.0
18853,124.0
18854,59.0
18855,134.0
18856,237.0
18857,117.0
18858,72.0
18859,205.0
18860,350.0
18861,146.0
18862,430.0
18863,85.0
18864,131.0
18865,184.0
18866,48.0
18867,126.0
18868,62.0
18869,94.0
18870,126.0
18871,319.0
18872,83.0
18873,88.0
18874,32.0
18875,125.0
18876,297.0
18877,112.0
18878,134.0
18879,104.0
18880,130.0
18881,65.0
18882,75.0
18883,69.0
18884,119.0
18885,141.0
18886,129.0
18887,72.0
18888,381.0
18889,761.0
18890,161.0
18891,109.0
18892,117.0
18893,89.0
18894,112.0
18895,208.0
18896,98.0
18897,101.0
18898,112.0
18899,57.0
18900,70.0
18901,73.0
18902,112.0
18903,317.0
18904,256.0
18905,46.0
18906,87.0
18907,162.0
18908,153.0
18909,66.0
18910,88.0
18911,112.0
18912,317.0
18913,183.0
18914,87.0
18915,388.0
18916,148.0
18917,219.0
18918,122.0
18919,143.0
18920,284.0
18921,111.0
18922,64.0
18923,80.0
18924,132.0
18925,74.0
18926,54.0
18927,305.0
18928,258.0
18929,99.0
18930,146.0
18931,108.0
18932,84.0
18933,387.0
18934,108.0
18935,77.0
18936,125.0
18937,74.0
18938,72.0
18939,132.0
18940,128.0
18941,63.0
18942,197.0
18943,113.0
18944,217.0
18945,132.0
18946,109.0
18947,105.0
18948,112.0
18949,1246.0
18950,66.0
18951,156.0
18952,202.0
18953,56.0
18954,56.0
18955,62.0
18956,326.0
18957,324.0
18958,92.0
18959,172.0
18960,150.0
18961,172.0
18962,132.0
18963,91.0
18964,62.0
18965,351.0
18966,65.0
18967,61.0
18968,100.0
18969,128.0
18970,229.0
18971,112.0
18972,108.0
18973,80.0
18974,197.0
18975,102.0
18976,73.0
18977,70.0
18978,302.0
18979,95.0
18980,74.0
18981,110.0
18982,166.0
18983,112.0
18984,217.0
18985,64.0
18986,353.0
18987,112.0
18988,60.0
18989,115.0
18990,55.0
18991,112.0
18992,45.0
18993,112.0
18994,85.0
18995,85.0
18996,413.0
18997,150.0
18998,219.0
18999,220.0
19000,70.0
19001,164.0
19002,103.0
19003,381.0
19004,153.0
19005,234.0
19006,128.0
19007,120.0
19008,189.0
19009,225.0
19010,158.0
19011,79.0
19012,84.0
19013,79.0
19014,102.0
19015,124.0
19016,52.0
19017,162.0
19018,131.0
19019,138.0
19020,207.0
19021,82.0
19022,263.0
19023,123.0
19024,43.0
19025,109.0
19026,229.0
19027,226.0
19028,56.0
19029,339.0
19030,114.0
19031,104.0
19032,126.0
19033,136.0
19034,48.0
19035,65.0
19036,112.0
19037,93.0
19038,156.0
19039,358.0
19040,57.0
19041,113.0
19042,131.0
19043,77.0
19044,140.0
19045,112.0
19046,64.0
19047,78.0
19048,142.0
19049,112.0
19050,420.0
19051,397.0
19052,175.0
19053,362.0
19054,111.0
19055,103.0
19056,109.0
19057,47.0
19058,208.0
19059,151.0
19060,103.0
19061,31.0
19062,79.0
19063,54.0
19064,52.0
19065,14.0
19066,33.0
19067,81.0
19068,259.0
19069,717.0
19070,42.0
19071,84.0
19072,81.0
19073,112.0
19074,69.0
19075,51.0
19076,89.0
19077,61.0
19078,85.0
19079,80.0
19080,262.0
19081,140.0
19082,174.0
19083,325.0
19084,42.0
19085,86.0
19086,49.0
19087,310.0
19088,104.0
19089,94.0
19090,157.0
19091,783.0
19092,85.0
19093,66.0
19094,377.0
19095,162.0
19096,88.0
19097,174.0
19098,265.0
19099,112.0
19100,102.0
19101,78.0
19102,326.0
19103,67.0
19104,115.0
19105,216.0
19106,397.0
19107,72.0
19108,112.0
19109,200.0
19110,49.0
19111,197.0
19112,59.0
19113,112.0
19114,49.0
19115,396.0
19116,108.0
19117,160.0
19118,128.0
19119,120.0
19120,359.0
19121,129.0
19122,175.0
19123,112.0
19124,57.0
19125,112.0
19126,117.0
19127,70.0
19128,72.0
19129,112.0
19130,55.0
19131,388.0
19132,55.0
19133,128.0
19134,49.0
19135,160.0
19136,112.0
19137,205.0
19138,303.0
19139,84.0
19140,85.0
19141,342.0
19142,49.0
19143,177.0
19144,112.0
19145,56.0
19146,112.0
19147,300.0
19148,112.0
19149,120.0
19150,112.0
19151,59.0
19152,135.0
19153,308.0
19154,151.0
19155,115.0
19156,103.0
19157,83.0
19158,112.0
19159,160.0
19160,143.0
19161,95.0
19162,60.0
19163,160.0
19164,41.0
19165,233.0
19166,112.0
19167,78.0
19168,131.0
19169,80.0
19170,243.0
19171,209.0
19172,81.0
19173,91.0
19174,112.0
19175,150.0
19176,459.0
19177,201.0
19178,42.0
19179,99.0
19180,118.0
19181,253.0
19182,253.0
19183,112.0
19184,112.0
19185,247.0
19186,81.0
19187,122.0
19188,70.0
19189,128.0
19190,110.0
19191,55.0
19192,68.0
19193,52.0
19194,37.0
19195,90.0
19196,397.0
19197,60.0
19198,153.0
19199,313.0
19200,112.0
19201,62.0
19202,276.0
19203,64.0
19204,101.0
19205,215.0
19206,457.0
19207,55.0
19208,259.0
19209,385.0
19210,379.0
19211,67.0
19212,355.0
19213,83.0
19214,44.0
19215,71.0
19216,57.0
19217,67.0
19218,136.0
19219,103.0
19220,184.0
19221,306.0
19222,302.0
19223,320.0
19224,552.0
19225,77.0
19226,712.0
19227,149.0
19228,76.0
19229,112.0
19230,214.0
19231,82.0
19232,205.0
19233,184.0
19234,112.0
19235,141.0
19236,59.0
19237,124.0
19238,313.0
19239,147.0
19240,90.0
19241,73.0
19242,69.0
19243,92.0
19244,89.0
19245,130.0
19246,89.0
19247,84.0
19248,301.0
19249,377.0
19250,101.0
19251,125.0
19252,264.0
19253,126.0
19254,126.0
19255,124.0
19256,69.0
19257,77.0
19258,112.0
19259,93.0
19260,366.0
19261,111.0
19262,162.0
19263,112.0
19264,81.0
19265,112.0
19266,82.0
19267,174.0
19268,51.0
19269,149.0
19270,66.0
19271,103.0
19272,63.0
19273,235.0
19274,112.0
19275,55.0
19276,299.0
19277,112.0
19278,146.0
19279,89.0
19280,188.0
19281,117.0
19282,486.0
19283,297.0
19284,362.0
19285,487.0
19286,160.0
19287,102.0
19288,201.0
19289,120.0
19290,72.0
19291,408.0
19292,423.0
19293,92.0
19294,182.0
19295,104.0
19296,126.0
19297,123.0
19298,59.0
19299,69.0
19300,113.0
19301,57.0
19302,357.0
19303,78.0
19304,134.0
19305,111.0
19306,112.0
19307,191.0
19308,192.0
19309,165.0
19310,229.0
19311,197.0
19312,85.0
19313,122.0
19314,267.0
19315,89.0
19316,152.0
19317,347.0
19318,121.0
19319,64.0
19320,298.0
19321,179.0
19322,92.0
19323,393.0
19324,352.0
19325,112.0
19326,408.0
19327,184.0
19328,112.0
19329,79.0
19330,110.0
19331,66.0
19332,100.0
19333,113.0
19334,211.0
19335,122.0
19336,154.0
19337,73.0
19338,68.0
19339,118.0
19340,219.0
19341,106.0
19342,442.0
19343,722.0
19344,68.0
19345,82.0
19346,312.0
19347,46.0
19348,88.0
19349,112.0
19350,66.0
19351,148.0
19352,131.0
19353,112.0
19354,112.0
19355,171.0
19356,140.0
19357,313.0
19358,287.0
19359,112.0
19360,361.0
19361,130.0
19362,301.0
19363,49.0
19364,66.0
19365,35.0
19366,46.0
19367,112.0
19368,67.0
19369,112.0
19370,395.0
19371,153.0
19372,236.0
19373,84.0
19374,210.0
19375,338.0
19376,248.0
19377,67.0
19378,244.0
19379,82.0
19380,173.0
19381,384.0
19382,232.0
19383,106.0
19384,288.0
19385,120.0
19386,133.0
19387,100.0
19388,305.0
19389,56.0
19390,134.0
19391,69.0
19392,98.0
19393,40.0
19394,112.0
19395,55.0
19396,56.0
19397,112.0
19398,51.0
19399,401.0
19400,103.0
19401,91.0
19402,325.0
19403,141.0
19404,93.0
19405,447.0
19406,91.0
19407,166.0
19408,105.0
19409,73.0
19410,109.0
19411,52.0
19412,386.0
19413,365.0
19414,269.0
19415,163.0
19416,408.0
19417,133.0
19418,113.0
19419,125.0
19420,109.0
19421,326.0
19422,319.0
19423,248.0
19424,64.0
19425,116.0
19426,112.0
19427,217.0
19428,408.0
19429,112.0
19430,363.0
19431,76.0
19432,914.0
19433,192.0
19434,74.0
19435,81.0
19436,124.0
19437,122.0
19438,49.0
19439,265.0
19440,63.0
19441,221.0
19442,49.0
19443,155.0
19444,184.0
19445,364.0
19446,117.0
19447,78.0
19448,64.0
19449,56.0
19450,78.0
19451,287.0
19452,92.0
19453,125.0
19454,122.0
19455,146.0
19456,103.0
19457,65.0
19458,82.0
19459,114.0
19460,120.0
19461,92.0
19462,70.0
19463,85.0
19464,52.0
19465,38.0
19466,112.0
19467,72.0
19468,58.0
19469,79.0
19470,57.0
19471,239.0
19472,215.0
19473,82.0
19474,108.0
19475,99.0
19476,105.0
19477,49.0
19478,125.0
19479,201.0
19480,70.0
19481,93.0
19482,147.0
19483,118.0
19484,72.0
19485,106.0
19486,91.0
19487,93.0
19488,112.0
19489,86.0
19490,94.0
19491,199.0
19492,47.0
19493,65.0
19494,112.0
19495,95.0
19496,117.0
19497,112.0
19498,106.0
19499,105.0
19500,54.0
19501,150.0
19502,52.0
19503,152.0
19504,55.0
19505,359.0
19506,43.0
19507,342.0
19508,89.0
19509,65.0
19510,104.0
19511,211.0
19512,112.0
19513,108.0
19514,60.0
19515,319.0
19516,55.0
19517,99.0
19518,144.0
19519,46.0
19520,291.0
19521,95.0
19522,136.0
19523,34.0
19524,362.0
19525,106.0
19526,357.0
19527,65.0
19528,99.0
19529,101.0
19530,109.0
19531,151.0
19532,43.0
19533,103.0
19534,46.0
19535,389.0
19536,87.0
19537,391.0
19538,112.0
19539,112.0
19540,84.0
19541,86.0
19542,369.0
19543,55.0
19544,65.0
19545,173.0
19546,112.0
19547,309.0
19548,144.0
19549,138.0
19550,175.0
19551,84.0
19552,162.0
19553,87.0
19554,49.0
19555,215.0
19556,148.0
19557,146.0
19558,224.0
19559,550.0
19560,112.0
19561,83.0
19562,75.0
19563,112.0
19564,112.0
19565,140.0
19566,60.0
19567,69.0
19568,112.0
19569,346.0
19570,110.0
19571,541.0
19572,55.0
19573,128.0
19574,22.0
19575,80.0
19576,89.0
19577,54.0
19578,100.0
19579,100.0
19580,71.0
19581,176.0
19582,73.0
19583,112.0
19584,62.0
19585,106.0
19586,195.0
19587,54.0
19588,230.0
19589,176.0
19590,112.0
19591,196.0
19592,100.0
19593,112.0
19594,78.0
19595,202.0
19596,96.0
19597,112.0
19598,112.0
19599,326.0
19600,109.0
19601,64.0
19602,86.0
19603,112.0
19604,48.0
19605,856.0
19606,102.0
19607,103.0
19608,112.0
19609,183.0
19610,89.0
19611,95.0
19612,126.0
19613,379.0
19614,117.0
19615,112.0
19616,324.0
19617,112.0
19618,278.0
19619,73.0
19620,152.0
19621,73.0
19622,126.0
19623,72.0
19624,116.0
19625,92.0
19626,124.0
19627,222.0
19628,250.0
19629,194.0
19630,322.0
19631,58.0
19632,372.0
19633,20.0
19634,66.0
19635,74.0
19636,56.0
19637,54.0
19638,68.0
19639,335.0
19640,183.0
19641,112.0
19642,92.0
19643,324.0
19644,112.0
19645,91.0
19646,71.0
19647,70.0
19648,219.0
19649,184.0
19650,367.0
19651,114.0
19652,300.0
19653,119.0
19654,52.0
19655,254.0
19656,64.0
19657,208.0
19658,257.0
19659,122.0
19660,132.0
19661,164.0
19662,66.0
19663,364.0
19664,77.0
19665,86.0
19666,103.0
19667,94.0
19668,112.0
19669,377.0
19670,73.0
19671,112.0
19672,65.0
19673,164.0
19674,216.0
19675,59.0
19676,112.0
19677,76.0
19678,107.0
19679,60.0
19680,184.0
19681,140.0
19682,114.0
19683,117.0
19684,96.0
19685,123.0
19686,61.0
19687,257.0
19688,135.0
19689,59.0
19690,65.0
19691,47.0
19692,375.0
19693,80.0
19694,63.0
19695,276.0
19696,366.0
19697,57.0
19698,316.0
19699,370.0
19700,86.0
19701,98.0
19702,112.0
19703,167.0
19704,70.0
19705,112.0
19706,148.0
19707,353.0
19708,64.0
19709,117.0
19710,75.0
19711,316.0
19712,251.0
19713,66.0
19714,123.0
19715,71.0
19716,123.0
19717,306.0
19718,86.0
19719,131.0
19720,80.0
19721,117.0
19722,96.0
19723,132.0
19724,105.0
19725,120.0
19726,56.0
19727,114.0
19728,64.0
19729,86.0
19730,112.0
19731,112.0
19732,302.0
19733,388.0
19734,52.0
19735,86.0
19736,112.0
19737,112.0
19738,308.0
19739,222.0
19740,46.0
19741,381.0
19742,116.0
19743,112.0
19744,289.0
19745,119.0
19746,359.0
19747,112.0
19748,77.0
19749,59.0
19750,68.0
19751,119.0
19752,112.0
19753,279.0
19754,350.0
19755,72.0
19756,69.0
19757,204.0
19758,447.0
19759,38.0
19760,72.0
19761,260.0
19762,49.0
19763,93.0
19764,112.0
19765,164.0
19766,73.0
19767,112.0
19768,57.0
19769,79.0
19770,47.0
19771,299.0
19772,80.0
19773,38.0
19774,112.0
19775,302.0
19776,197.0
19777,37.0
19778,248.0
19779,207.0
19780,118.0
19781,94.0
19782,63.0
19783,112.0
19784,150.0
19785,396.0
19786,174.0
19787,114.0
19788,203.0
19789,68.0
19790,112.0
19791,103.0
19792,50.0
19793,90.0
19794,774.0
19795,218.0
19796,112.0
19797,474.0
19798,71.0
19799,37.0
19800,375.0
19801,69.0
19802,135.0
19803,248.0
19804,124.0
19805,351.0
19806,65.0
19807,88.0
19808,60.0
19809,307.0
19810,83.0
19811,71.0
19812,90.0
19813,474.0
19814,184.0
19815,58.0
19816,112.0
19817,112.0
19818,105.0
19819,84.0
19820,112.0
19821,112.0
19822,32.0
19823,66.0
19824,147.0
19825,860.0
19826,113.0
19827,83.0
19828,69.0
19829,112.0
19830,117.0
19831,70.0
19832,87.0
19833,207.0
19834,189.0
19835,39.0
19836,226.0
19837,112.0
19838,117.0
19839,48.0
19840,389.0
19841,130.0
19842,154.0
19843,102.0
19844,236.0
19845,165.0
19846,128.0
19847,103.0
19848,105.0
19849,46.0
19850,112.0
19851,357.0
19852,235.0
19853,995.0
19854,358.0
19855,113.0
19856,458.0
19857,84.0
19858,112.0
19859,112.0
19860,404.0
19861,92.0
19862,148.0
19863,327.0
19864,172.0
19865,187.0
19866,92.0
19867,164.0
19868,70.0
19869,112.0
19870,120.0
19871,56.0
19872,182.0
19873,99.0
19874,343.0
19875,31.0
19876,130.0
19877,189.0
19878,44.0
19879,83.0
19880,48.0
19881,35.0
19882,165.0
19883,62.0
19884,49.0
19885,678.0
19886,47.0
19887,329.0
19888,136.0
19889,68.0
19890,145.0
19891,61.0
19892,112.0
19893,113.0
19894,136.0
19895,89.0
19896,56.0
19897,118.0
19898,112.0
19899,112.0
19900,80.0
19901,57.0
19902,87.0
19903,112.0
19904,115.0
19905,66.0
19906,181.0
19907,61.0
19908,82.0
19909,68.0
19910,86.0
19911,171.0
19912,228.0
19913,73.0
19914,307.0
19915,130.0
19916,94.0
19917,66.0
19918,171.0
19919,38.0
19920,48.0
19921,207.0
19922,89.0
19923,92.0
19924,102.0
19925,323.0
19926,153.0
19927,77.0
19928,112.0
19929,158.0
19930,92.0
19931,109.0
19932,81.0
19933,59.0
19934,70.0
19935,46.0
19936,156.0
19937,87.0
19938,118.0
19939,64.0
19940,347.0
19941,110.0
19942,112.0
19943,112.0
19944,139.0
19945,302.0
19946,112.0
19947,121.0
19948,43.0
19949,78.0
19950,81.0
19951,112.0
19952,112.0
19953,181.0
19954,49.0
19955,234.0
19956,233.0
19957,377.0
19958,243.0
19959,107.0
19960,199.0
19961,176.0
19962,258.0
19963,201.0
19964,95.0
19965,69.0
19966,193.0
19967,112.0
19968,164.0
19969,52.0
19970,120.0
19971,133.0
19972,85.0
19973,114.0
19974,126.0
19975,144.0
19976,112.0
19977,106.0
19978,145.0
19979,41.0
19980,160.0
19981,491.0
19982,120.0
19983,361.0
19984,32.0
19985,80.0
19986,99.0
19987,97.0
19988,112.0
19989,116.0
19990,58.0
19991,94.0
19992,390.0
19993,92.0
19994,141.0
19995,74.0
